               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.027304,             0.01255,           0.0023892,             0.92294,             0.95104,             0.96963,             0.70087,            0.021715,           0.0046986,           0.0011555,            0.008812,            0.008812,            0.008812
                  26,            0.027356,            0.012775,           0.0020063,             0.94356,             0.93774,             0.96966,              0.7265,            0.022308,            0.004743,          0.00034269,           0.0087625,           0.0087625,           0.0087625
                  27,            0.028306,            0.012177,           0.0015023,             0.95294,             0.93263,             0.96994,             0.71568,             0.02163,           0.0048019,          0.00063496,            0.008713,            0.008713,            0.008713
                  28,            0.025788,            0.012498,           0.0014145,             0.94578,             0.95765,             0.97357,             0.75139,            0.020252,           0.0047595,          0.00028324,           0.0086635,           0.0086635,           0.0086635
                  29,             0.02651,            0.012468,           0.0019364,             0.95391,             0.94017,             0.97463,             0.71508,            0.022596,           0.0048802,          0.00054633,            0.008614,            0.008614,            0.008614
                  30,            0.025984,            0.012172,           0.0017008,             0.94549,             0.94391,             0.97119,              0.7474,            0.020317,           0.0044722,          0.00038369,           0.0085645,           0.0085645,           0.0085645
                  31,            0.025636,            0.011929,           0.0013664,             0.95658,             0.94648,             0.97326,             0.71287,             0.02162,           0.0046145,          0.00032161,            0.008515,            0.008515,            0.008515
                  32,            0.025855,            0.011999,           0.0012939,             0.96723,             0.95316,             0.98083,             0.75723,            0.020952,           0.0046049,          0.00055402,           0.0084655,           0.0084655,           0.0084655
                  33,            0.025685,            0.011795,           0.0011146,              0.9593,             0.95221,             0.98266,              0.7476,            0.021581,           0.0046383,          0.00051179,            0.008416,            0.008416,            0.008416
                  34,            0.027097,            0.011889,            0.001743,             0.93904,             0.94727,             0.97286,             0.73715,            0.022294,           0.0045559,          0.00049081,           0.0083665,           0.0083665,           0.0083665
                  35,            0.024814,            0.012043,           0.0020518,             0.94465,             0.92173,             0.95171,             0.64394,            0.023805,           0.0059229,          0.00093335,            0.008317,            0.008317,            0.008317
                  36,            0.025167,            0.011619,           0.0016186,             0.95412,             0.93589,             0.96931,             0.74865,            0.021151,           0.0045818,           0.0013064,           0.0082675,           0.0082675,           0.0082675
                  37,            0.025946,             0.01186,           0.0019468,             0.97254,             0.91447,              0.9635,             0.70478,            0.023853,            0.005449,           0.0006048,            0.008218,            0.008218,            0.008218
                  38,            0.026069,            0.012499,           0.0017707,             0.95499,             0.94688,             0.97006,             0.72341,            0.022385,           0.0049673,           0.0013086,           0.0081685,           0.0081685,           0.0081685
                  39,            0.024474,            0.011495,           0.0010443,             0.96978,              0.9383,             0.97343,             0.77347,            0.020665,           0.0044463,           0.0008094,            0.008119,            0.008119,            0.008119
                  40,            0.024957,            0.011271,          0.00085227,             0.95368,             0.92714,             0.97586,             0.77811,            0.021556,           0.0044623,           0.0009941,           0.0080695,           0.0080695,           0.0080695
                  41,            0.024335,            0.011719,           0.0014538,             0.94533,             0.93231,             0.97556,              0.7572,            0.020961,           0.0046259,           0.0007865,             0.00802,             0.00802,             0.00802
                  42,            0.023157,            0.011136,           0.0012944,             0.92894,             0.95814,              0.9685,             0.76041,            0.020488,           0.0045223,          0.00066368,           0.0079705,           0.0079705,           0.0079705
                  43,            0.023054,            0.011396,           0.0011932,             0.95746,             0.93829,             0.96614,             0.74636,            0.020736,           0.0047248,          0.00051411,            0.007921,            0.007921,            0.007921
                  44,            0.022665,            0.011273,          0.00093235,             0.95156,             0.94257,             0.96776,             0.76539,            0.019933,            0.004854,            0.001017,           0.0078715,           0.0078715,           0.0078715
                  45,            0.023301,            0.011368,           0.0012022,             0.96583,              0.9578,             0.97807,             0.78447,            0.020165,           0.0046598,          0.00075173,            0.007822,            0.007822,            0.007822
                  46,            0.023571,            0.011032,          0.00098243,             0.95572,             0.95092,             0.97895,             0.77161,            0.019998,           0.0045222,          0.00056143,           0.0077725,           0.0077725,           0.0077725
                  47,            0.022979,            0.011179,          0.00077103,             0.96591,             0.91176,             0.97194,              0.7512,            0.020364,           0.0047849,          0.00067078,            0.007723,            0.007723,            0.007723
                  48,            0.023022,            0.010742,          0.00075573,             0.95506,             0.92406,             0.97217,             0.75679,            0.020057,           0.0047487,           0.0011815,           0.0076735,           0.0076735,           0.0076735
                  49,            0.023028,            0.010361,          0.00074065,             0.95257,             0.95713,             0.97793,             0.75139,            0.021286,           0.0046685,          0.00039531,            0.007624,            0.007624,            0.007624
                  50,            0.022712,            0.011068,           0.0019869,             0.90313,             0.93069,             0.95945,              0.7414,            0.019491,           0.0049256,          0.00068971,           0.0075745,           0.0075745,           0.0075745
                  51,            0.022143,            0.010865,           0.0013446,             0.94543,             0.93854,             0.97868,             0.76649,            0.020869,           0.0044529,          0.00029144,            0.007525,            0.007525,            0.007525
                  52,            0.023576,            0.011147,          0.00091577,             0.94297,             0.95724,             0.96604,             0.75679,            0.020027,           0.0046683,          0.00041219,           0.0074755,           0.0074755,           0.0074755
                  53,            0.022073,            0.010861,          0.00080138,             0.95454,              0.9568,             0.97926,             0.77068,            0.020385,           0.0044954,          0.00048788,            0.007426,            0.007426,            0.007426
                  54,            0.021746,            0.010569,          0.00070842,             0.98154,             0.94941,             0.98272,             0.77295,            0.020851,           0.0046355,          0.00050602,           0.0073765,           0.0073765,           0.0073765
                  55,            0.021641,            0.010487,          0.00075317,             0.94586,             0.95905,             0.97408,             0.76984,            0.020362,           0.0047119,          0.00067203,            0.007327,            0.007327,            0.007327
                  56,            0.021797,              0.0104,          0.00079839,               0.949,             0.95776,             0.97281,             0.77246,            0.020538,           0.0044961,          0.00053137,           0.0072775,           0.0072775,           0.0072775
                  57,            0.022009,            0.010579,           0.0015671,              0.9643,             0.93023,              0.9764,             0.77204,            0.020696,           0.0045436,          0.00055635,            0.007228,            0.007228,            0.007228
                  58,            0.022193,            0.010248,          0.00095586,             0.93974,             0.97099,             0.98231,             0.76487,              0.0216,           0.0045937,          0.00023211,           0.0071785,           0.0071785,           0.0071785
                  59,            0.021041,            0.010152,          0.00059802,             0.99063,             0.94719,             0.98069,             0.77476,            0.020815,            0.004525,          0.00025676,            0.007129,            0.007129,            0.007129
                  60,            0.021083,            0.010246,          0.00084401,              0.9606,             0.95209,             0.97456,             0.77815,             0.01984,            0.004705,          0.00036029,           0.0070795,           0.0070795,           0.0070795
                  61,            0.021689,             0.01029,          0.00065491,             0.94661,             0.95857,             0.97858,             0.78383,            0.019981,           0.0046483,          0.00048446,             0.00703,             0.00703,             0.00703
                  62,            0.022058,            0.010455,          0.00098933,             0.95893,             0.94175,             0.97592,             0.76075,            0.020664,           0.0046925,          0.00042867,           0.0069805,           0.0069805,           0.0069805
                  63,            0.020497,            0.010134,           0.0008317,              0.9593,              0.9566,             0.97697,             0.78117,            0.019512,           0.0047141,          0.00033731,            0.006931,            0.006931,            0.006931
                  64,            0.021404,             0.01045,           0.0015916,              0.9702,             0.94859,               0.972,              0.7472,            0.021634,           0.0052395,          0.00050118,           0.0068815,           0.0068815,           0.0068815
                  65,            0.020935,            0.010245,          0.00089879,             0.92809,             0.94586,             0.96985,             0.78574,            0.019593,           0.0046584,          0.00021673,            0.006832,            0.006832,            0.006832
                  66,            0.020546,            0.010586,          0.00098937,             0.95816,             0.94263,             0.97288,             0.76196,            0.021282,           0.0048084,          0.00036184,           0.0067825,           0.0067825,           0.0067825
                  67,            0.020548,            0.010029,           0.0012998,             0.93296,             0.94309,             0.96185,             0.76904,            0.020106,           0.0047111,          0.00047406,            0.006733,            0.006733,            0.006733
                  68,            0.020933,            0.010173,          0.00067185,             0.94803,             0.93965,             0.96763,             0.76495,            0.020344,           0.0048586,          0.00030028,           0.0066835,           0.0066835,           0.0066835
                  69,            0.019851,           0.0098964,          0.00072484,             0.95993,             0.95131,             0.97341,             0.77611,            0.020693,            0.004896,          0.00072232,            0.006634,            0.006634,            0.006634
                  70,             0.02025,            0.010079,            0.000714,             0.93371,             0.94911,             0.97366,             0.77974,            0.021087,           0.0049426,          0.00050185,           0.0065845,           0.0065845,           0.0065845
                  71,            0.019267,           0.0098963,          0.00068417,             0.94352,             0.93038,             0.96737,             0.78296,            0.021014,           0.0048092,          0.00049884,            0.006535,            0.006535,            0.006535
                  72,            0.021363,           0.0099723,          0.00080964,             0.96824,             0.94251,             0.97359,             0.77533,            0.020466,           0.0047881,          0.00063301,           0.0064855,           0.0064855,           0.0064855
                  73,            0.021861,            0.010041,          0.00073604,             0.95662,             0.96732,             0.97327,             0.77683,            0.020444,           0.0047162,            0.000547,            0.006436,            0.006436,            0.006436
                  74,            0.019923,           0.0097945,          0.00059508,             0.96033,             0.93171,             0.97865,              0.7885,            0.019944,           0.0047935,          0.00060772,           0.0063865,           0.0063865,           0.0063865
                  75,            0.019211,           0.0095827,          0.00057242,             0.97026,             0.92384,             0.97884,             0.79654,            0.020474,           0.0047982,          0.00048979,            0.006337,            0.006337,            0.006337
                  76,             0.02039,           0.0092522,          0.00037238,             0.94768,              0.9472,             0.97268,              0.7839,            0.021079,           0.0047909,          0.00063887,           0.0062875,           0.0062875,           0.0062875
                  77,            0.020939,           0.0096425,          0.00059485,             0.95206,             0.95275,              0.9728,             0.76767,            0.020506,           0.0049477,          0.00030422,            0.006238,            0.006238,            0.006238
                  78,            0.019209,           0.0095978,           0.0005241,             0.96646,             0.93491,             0.97145,             0.79174,            0.020991,           0.0047123,          0.00028338,           0.0061885,           0.0061885,           0.0061885
                  79,            0.020134,           0.0096228,           0.0012473,             0.96566,             0.94788,             0.97258,             0.76334,            0.020743,           0.0047511,          0.00020318,            0.006139,            0.006139,            0.006139
                  80,            0.019453,           0.0096632,           0.0010881,             0.94935,             0.97458,             0.98287,             0.79342,            0.019757,            0.004608,          0.00021066,           0.0060895,           0.0060895,           0.0060895
                  81,            0.018645,           0.0095972,          0.00089626,             0.92677,             0.95614,               0.976,             0.77713,            0.019923,           0.0048474,          0.00077983,             0.00604,             0.00604,             0.00604
                  82,            0.020047,           0.0092401,          0.00069791,             0.96076,             0.93856,             0.97387,             0.77209,            0.020731,           0.0049197,          0.00031922,           0.0059905,           0.0059905,           0.0059905
                  83,            0.019437,           0.0093789,          0.00048506,             0.95783,             0.94581,             0.97452,             0.77263,             0.02133,           0.0048277,           0.0003434,            0.005941,            0.005941,            0.005941
                  84,            0.020278,           0.0095501,          0.00071518,             0.95028,             0.94673,             0.97687,             0.78571,            0.020185,           0.0048503,          0.00020132,           0.0058915,           0.0058915,           0.0058915
                  85,            0.019627,           0.0093577,          0.00086083,             0.96639,             0.95273,             0.97725,             0.78875,            0.020777,            0.004813,          0.00081419,            0.005842,            0.005842,            0.005842
                  86,            0.018874,           0.0089911,          0.00063236,             0.95843,             0.92375,             0.96969,             0.79601,            0.022133,           0.0047937,          0.00053364,           0.0057925,           0.0057925,           0.0057925
                  87,            0.019064,           0.0092823,          0.00049211,             0.95236,             0.95191,              0.9723,             0.78912,            0.020491,            0.004648,           0.0005795,            0.005743,            0.005743,            0.005743
                  88,            0.019778,           0.0094525,          0.00038252,             0.96215,              0.9284,             0.97034,             0.77994,            0.022075,           0.0050666,          0.00045036,           0.0056935,           0.0056935,           0.0056935
                  89,            0.019343,           0.0089337,          0.00045594,             0.94693,             0.93656,             0.96524,             0.78849,            0.020347,            0.005088,          0.00053467,            0.005644,            0.005644,            0.005644
                  90,            0.018831,           0.0092372,          0.00046684,             0.95658,             0.95536,             0.97309,             0.78264,            0.020302,           0.0047554,          0.00051917,           0.0055945,           0.0055945,           0.0055945
                  91,            0.017939,           0.0089981,          0.00058505,             0.94145,             0.95463,             0.97711,             0.79433,            0.020148,           0.0047235,          0.00038073,            0.005545,            0.005545,            0.005545
                  92,            0.019289,           0.0090477,          0.00035506,             0.98593,             0.93362,             0.97327,             0.79058,            0.020195,           0.0048265,          0.00086437,           0.0054955,           0.0054955,           0.0054955
                  93,            0.018177,           0.0093053,          0.00089142,             0.95916,             0.94079,             0.97688,             0.78499,            0.020596,           0.0049492,          0.00056256,            0.005446,            0.005446,            0.005446
                  94,            0.017667,           0.0090747,          0.00069426,             0.97184,              0.9641,             0.97815,             0.78763,            0.020898,           0.0045397,          0.00039923,           0.0053965,           0.0053965,           0.0053965
                  95,            0.018158,           0.0091694,          0.00074731,             0.93946,             0.96654,             0.98011,             0.79209,            0.019366,           0.0046118,          0.00035814,            0.005347,            0.005347,            0.005347
                  96,            0.018114,           0.0089847,          0.00043247,             0.96927,             0.95088,              0.9832,             0.78836,            0.019977,           0.0047671,          0.00065842,           0.0052975,           0.0052975,           0.0052975
                  97,            0.018558,            0.008842,          0.00058887,             0.96552,             0.94947,             0.98167,             0.78401,            0.020823,           0.0048031,          0.00078177,            0.005248,            0.005248,            0.005248
                  98,            0.017577,           0.0089389,          0.00053682,             0.97158,             0.95174,             0.97679,             0.79409,            0.020401,           0.0046433,          0.00054692,           0.0051985,           0.0051985,           0.0051985
                  99,            0.017425,           0.0089427,          0.00066204,             0.96421,             0.93979,             0.97537,              0.7925,            0.020342,           0.0046797,          0.00085682,            0.005149,            0.005149,            0.005149
                 100,            0.016966,           0.0091718,          0.00063092,               0.949,             0.96035,             0.97842,             0.79954,            0.020248,            0.004653,          0.00055776,           0.0050995,           0.0050995,           0.0050995
                 101,            0.016919,           0.0085397,          0.00051971,             0.96148,             0.92576,             0.97871,             0.79349,            0.020389,           0.0048896,          0.00075518,             0.00505,             0.00505,             0.00505
                 102,            0.017971,           0.0088313,          0.00063683,             0.98266,             0.92735,             0.97692,             0.79456,            0.020816,           0.0046551,          0.00028338,           0.0050005,           0.0050005,           0.0050005
                 103,            0.018453,           0.0087044,          0.00057884,              0.9677,             0.95733,             0.97972,             0.79724,            0.019994,            0.004655,          0.00055137,            0.004951,            0.004951,            0.004951
                 104,            0.017628,           0.0089782,          0.00047748,             0.98789,             0.94079,             0.97683,             0.79678,            0.022594,           0.0050687,           0.0003661,           0.0049015,           0.0049015,           0.0049015
                 105,            0.017234,           0.0088301,          0.00037696,             0.96169,             0.94809,             0.97955,             0.80799,            0.020812,           0.0045839,           0.0001606,            0.004852,            0.004852,            0.004852
                 106,            0.016637,           0.0087978,          0.00038574,             0.98534,             0.93731,             0.98303,             0.79867,             0.02086,           0.0046885,          0.00029085,           0.0048025,           0.0048025,           0.0048025
                 107,            0.016879,           0.0084012,          0.00048209,             0.97833,             0.93768,             0.97255,              0.8023,            0.021802,           0.0047999,          0.00053174,            0.004753,            0.004753,            0.004753
                 108,            0.017798,           0.0086652,          0.00045868,             0.97088,             0.94213,             0.96961,              0.7915,            0.021161,           0.0048796,          0.00036506,           0.0047035,           0.0047035,           0.0047035
                 109,            0.016528,           0.0087285,          0.00044836,             0.92359,             0.95904,             0.96671,             0.78397,             0.02047,           0.0048299,          0.00071976,            0.004654,            0.004654,            0.004654
                 110,            0.018227,           0.0085707,          0.00040434,             0.97164,             0.94775,             0.97375,             0.80556,            0.020263,           0.0048789,          0.00029573,           0.0046045,           0.0046045,           0.0046045
                 111,            0.016967,           0.0087344,          0.00081201,             0.94545,             0.95119,             0.97491,             0.79963,            0.019487,           0.0049252,          0.00081034,            0.004555,            0.004555,            0.004555
                 112,            0.016829,           0.0086712,          0.00042369,             0.95199,             0.95539,             0.97544,             0.79318,            0.020682,           0.0048745,          0.00071301,           0.0045055,           0.0045055,           0.0045055
                 113,            0.016164,           0.0083675,          0.00064871,             0.96028,             0.94524,             0.97174,             0.80047,            0.020212,           0.0048008,          0.00014518,            0.004456,            0.004456,            0.004456
                 114,            0.016827,           0.0083764,          0.00054963,             0.96697,             0.94185,             0.97504,             0.79529,             0.02044,           0.0048862,          0.00033875,           0.0044065,           0.0044065,           0.0044065
                 115,            0.015846,           0.0083457,          0.00043598,             0.95457,             0.93126,             0.97658,             0.79201,            0.020083,           0.0049616,          0.00048981,            0.004357,            0.004357,            0.004357
                 116,            0.016629,           0.0084272,          0.00045505,             0.95661,             0.93126,             0.97193,              0.7981,            0.020559,           0.0050315,          0.00016395,           0.0043075,           0.0043075,           0.0043075
                 117,            0.016036,           0.0084529,          0.00034785,             0.96772,             0.94691,             0.98325,              0.8015,             0.02012,           0.0051052,          0.00026879,            0.004258,            0.004258,            0.004258
                 118,             0.01583,           0.0082186,          0.00025943,             0.95245,             0.95521,             0.98168,             0.80129,            0.019856,             0.00505,          0.00022937,           0.0042085,           0.0042085,           0.0042085
                 119,            0.017434,           0.0083348,          0.00036456,             0.96954,             0.93306,             0.97228,             0.79594,            0.020673,           0.0051141,          0.00032923,            0.004159,            0.004159,            0.004159
                 120,             0.01607,           0.0082191,          0.00090673,              0.9483,             0.95423,             0.97944,              0.8003,            0.020561,           0.0050064,           0.0002444,           0.0041095,           0.0041095,           0.0041095
                 121,            0.016658,           0.0085012,          0.00092237,             0.94807,             0.96316,             0.97697,             0.79401,            0.020221,           0.0050382,          0.00047585,             0.00406,             0.00406,             0.00406
                 122,            0.015882,           0.0083096,          0.00046801,             0.96574,             0.94444,             0.97622,             0.81029,            0.020281,           0.0049612,          0.00048413,           0.0040105,           0.0040105,           0.0040105
                 123,            0.016591,            0.008067,          0.00043083,             0.93006,             0.96371,             0.97542,             0.80359,            0.020412,           0.0049706,          0.00026427,            0.003961,            0.003961,            0.003961
                 124,            0.015485,           0.0079363,          0.00039995,             0.91213,             0.95527,             0.96791,             0.79206,            0.020891,           0.0053269,          0.00056576,           0.0039115,           0.0039115,           0.0039115
                 125,            0.016017,            0.007854,          0.00048312,             0.97696,             0.92385,             0.96396,             0.79695,            0.021167,           0.0052555,          0.00078618,            0.003862,            0.003862,            0.003862
                 126,            0.015027,           0.0082024,          0.00059475,             0.96513,             0.92761,             0.97139,             0.79196,            0.020963,           0.0052326,          0.00069923,           0.0038125,           0.0038125,           0.0038125
                 127,            0.015528,           0.0079599,          0.00035056,             0.94641,             0.93714,             0.97057,             0.79929,            0.020885,           0.0054528,          0.00056043,            0.003763,            0.003763,            0.003763
                 128,            0.015821,           0.0078026,          0.00024072,             0.92983,             0.94843,             0.97355,             0.79893,            0.020571,            0.005409,          0.00041488,           0.0037135,           0.0037135,           0.0037135
                 129,            0.014803,           0.0079425,          0.00023495,             0.97454,             0.91916,              0.9739,             0.80341,            0.020365,           0.0049904,          0.00042319,            0.003664,            0.003664,            0.003664
                 130,            0.013959,           0.0077589,          0.00023466,             0.95956,             0.94199,             0.97832,             0.80615,             0.02111,           0.0051835,          0.00052179,           0.0036145,           0.0036145,           0.0036145
                 131,            0.014672,           0.0077389,           0.0001656,             0.96375,             0.92124,             0.97584,             0.81226,            0.020853,           0.0052705,          0.00044819,            0.003565,            0.003565,            0.003565
                 132,            0.015286,           0.0078483,          0.00021233,             0.94396,             0.93714,             0.97463,             0.79997,            0.021211,            0.005218,          0.00047811,           0.0035155,           0.0035155,           0.0035155
                 133,            0.014673,            0.007536,          0.00027096,             0.95263,             0.94329,             0.97545,             0.80833,            0.020844,           0.0053096,          0.00048998,            0.003466,            0.003466,            0.003466
                 134,            0.013749,           0.0075977,          0.00020877,             0.94081,             0.96075,             0.97691,             0.80118,            0.020542,           0.0051467,          0.00048302,           0.0034165,           0.0034165,           0.0034165
                 135,            0.014959,           0.0075493,          0.00077143,             0.95626,             0.94061,             0.97039,             0.80534,            0.020633,           0.0054108,          0.00035401,            0.003367,            0.003367,            0.003367
                 136,            0.015826,           0.0075083,          0.00050339,             0.97004,             0.94586,             0.97526,             0.80359,             0.02111,             0.00517,           0.0006407,           0.0033175,           0.0033175,           0.0033175
                 137,            0.015253,           0.0080254,          0.00035912,             0.95515,             0.92535,             0.97833,             0.80729,            0.020542,           0.0051683,          0.00055752,            0.003268,            0.003268,            0.003268
                 138,             0.01464,           0.0074199,          0.00030572,             0.94017,             0.96555,              0.9783,             0.81165,            0.020102,           0.0051633,          0.00028397,           0.0032185,           0.0032185,           0.0032185
                 139,            0.014661,           0.0077815,          0.00029575,             0.96436,             0.94969,             0.98148,             0.81146,            0.020188,           0.0051578,          0.00020979,            0.003169,            0.003169,            0.003169
                 140,            0.013684,           0.0075735,          0.00022468,             0.96614,             0.94475,             0.97874,             0.80867,            0.020356,            0.004944,          0.00039609,           0.0031195,           0.0031195,           0.0031195
                 141,            0.014246,            0.007732,          0.00024763,              0.9456,             0.96133,             0.97669,             0.80474,            0.020574,           0.0051043,          0.00052775,             0.00307,             0.00307,             0.00307
                 142,            0.013963,            0.007774,          0.00027364,             0.95223,             0.93549,             0.97562,             0.81043,              0.0206,           0.0051035,          0.00048304,           0.0030205,           0.0030205,           0.0030205
                 143,            0.014128,           0.0075479,          0.00025549,             0.95595,             0.94079,             0.97355,             0.80654,            0.020656,           0.0051536,          0.00045143,            0.002971,            0.002971,            0.002971
                 144,            0.015214,           0.0076718,          0.00028128,             0.95751,             0.92031,             0.97201,             0.80458,            0.020319,           0.0052612,          0.00050994,           0.0029215,           0.0029215,           0.0029215
                 145,            0.014833,           0.0076684,           0.0007004,             0.92576,             0.95153,             0.97482,              0.8081,            0.021078,           0.0052135,          0.00049414,            0.002872,            0.002872,            0.002872
                 146,            0.014161,           0.0075368,          0.00032703,             0.94251,             0.94317,             0.97537,             0.80712,            0.021073,           0.0053137,          0.00040375,           0.0028225,           0.0028225,           0.0028225
                 147,            0.014894,           0.0076781,          0.00033062,             0.97203,             0.92811,             0.96987,             0.79465,             0.02168,           0.0054727,          0.00039454,            0.002773,            0.002773,            0.002773
                 148,            0.013684,           0.0074607,          0.00028679,             0.93243,             0.95397,             0.97299,             0.80401,            0.020933,           0.0054031,          0.00030932,           0.0027235,           0.0027235,           0.0027235
                 149,            0.013333,           0.0074979,          0.00024005,             0.95271,             0.92984,             0.97374,             0.81265,            0.021053,           0.0052678,          0.00036801,            0.002674,            0.002674,            0.002674
                 150,            0.013804,           0.0072188,          0.00027992,             0.95754,              0.9527,             0.97666,             0.81496,            0.020799,           0.0051832,          0.00028498,           0.0026245,           0.0026245,           0.0026245
                 151,            0.014441,           0.0075727,          0.00024547,             0.94487,             0.95174,             0.97895,             0.80833,            0.020814,           0.0051133,          0.00017878,            0.002575,            0.002575,            0.002575
                 152,            0.013915,           0.0073581,          0.00015975,             0.90994,             0.96999,             0.98084,             0.80696,            0.021264,           0.0051339,          0.00019142,           0.0025255,           0.0025255,           0.0025255
                 153,            0.014041,           0.0071769,          0.00015816,             0.96619,             0.92619,             0.97687,             0.81032,            0.021429,           0.0052578,          0.00033518,            0.002476,            0.002476,            0.002476
                 154,            0.014429,           0.0074403,          0.00044587,             0.96641,             0.91717,              0.9743,             0.81001,             0.02052,           0.0053503,           0.0004062,           0.0024265,           0.0024265,           0.0024265
                 155,            0.013341,           0.0072285,          0.00013429,             0.95445,             0.94388,             0.97593,             0.81062,             0.02001,           0.0052343,          0.00032841,            0.002377,            0.002377,            0.002377
                 156,            0.014314,           0.0072844,          0.00025354,             0.95494,             0.93371,             0.97566,             0.80379,             0.02073,           0.0052662,          0.00036171,           0.0023275,           0.0023275,           0.0023275
                 157,            0.014813,           0.0073832,          0.00017511,             0.95469,             0.93432,             0.97275,               0.801,            0.021188,           0.0053541,          0.00033044,            0.002278,            0.002278,            0.002278
