               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.012996,           0.0069535,          0.00027303,             0.94074,             0.96952,             0.98889,             0.81016,            0.022451,             0.00482,          0.00063736,           0.0022285,           0.0022285,           0.0022285
                 159,            0.013198,           0.0071859,          0.00031271,             0.98327,             0.95092,              0.9887,             0.81693,            0.022451,           0.0049505,          0.00060142,            0.002179,            0.002179,            0.002179
                 160,            0.012782,           0.0070051,          0.00024732,             0.97462,             0.94962,             0.98725,             0.82019,            0.022477,           0.0049229,           0.0006101,           0.0021295,           0.0021295,           0.0021295
                 161,            0.012674,           0.0068785,          0.00016501,             0.98049,             0.94401,             0.98694,             0.82294,            0.022254,           0.0050062,          0.00065019,             0.00208,             0.00208,             0.00208
                 162,            0.012762,           0.0068676,          0.00021609,             0.97395,             0.94837,             0.98874,             0.82262,            0.022372,           0.0048262,          0.00068865,           0.0020305,           0.0020305,           0.0020305
                 163,            0.012235,           0.0069261,          0.00018929,             0.95042,             0.96524,             0.98883,             0.82065,            0.022845,           0.0047987,          0.00077701,            0.001981,            0.001981,            0.001981
                 164,            0.012593,           0.0069437,          0.00013906,             0.96549,             0.95539,             0.98718,             0.81874,            0.022465,            0.004918,          0.00069121,           0.0019315,           0.0019315,           0.0019315
                 165,            0.012166,           0.0068648,          0.00014423,             0.98231,             0.94355,             0.98711,             0.82326,            0.022775,           0.0050368,          0.00070848,            0.001882,            0.001882,            0.001882
                 166,            0.012663,           0.0069878,          0.00033426,             0.98073,             0.94617,             0.98726,             0.82359,            0.022861,           0.0050035,          0.00077055,           0.0018325,           0.0018325,           0.0018325
                 167,            0.012208,           0.0067944,          0.00041495,             0.98141,             0.93675,             0.98471,             0.82521,            0.022752,           0.0049865,          0.00082738,            0.001783,            0.001783,            0.001783
                 168,            0.012382,           0.0069525,          0.00016166,             0.97688,             0.94146,             0.98647,             0.82004,            0.022624,           0.0048736,          0.00079289,           0.0017335,           0.0017335,           0.0017335
                 169,            0.012556,           0.0066839,          0.00019671,             0.95676,             0.95655,             0.98815,             0.82023,            0.023057,           0.0049201,          0.00075362,            0.001684,            0.001684,            0.001684
                 170,            0.012804,           0.0067204,          0.00021395,              0.9744,             0.94444,             0.98795,             0.82691,            0.023119,           0.0049369,          0.00071339,           0.0016345,           0.0016345,           0.0016345
                 171,            0.012648,           0.0067185,          0.00017163,             0.98226,             0.94746,             0.98843,             0.82216,            0.022814,           0.0049006,          0.00071613,            0.001585,            0.001585,            0.001585
                 172,            0.012402,           0.0067433,          0.00016057,             0.98229,             0.94266,             0.98641,             0.82438,            0.022469,           0.0049385,          0.00085338,           0.0015355,           0.0015355,           0.0015355
                 173,            0.012368,           0.0067933,          0.00015273,             0.97857,              0.9451,             0.98738,               0.826,            0.022182,           0.0049524,           0.0007659,            0.001486,            0.001486,            0.001486
                 174,            0.012229,           0.0066015,          0.00027369,             0.97167,             0.95418,             0.98862,             0.82301,            0.021887,           0.0049885,          0.00074557,           0.0014365,           0.0014365,           0.0014365
                 175,            0.012245,           0.0066626,          0.00012818,             0.97226,             0.95516,             0.98921,             0.82826,            0.022417,            0.004919,          0.00068538,            0.001387,            0.001387,            0.001387
                 176,            0.012156,           0.0065657,          0.00035534,             0.97344,             0.95637,             0.98888,             0.83229,            0.022152,           0.0049802,          0.00060577,           0.0013375,           0.0013375,           0.0013375
                 177,            0.012009,           0.0065826,          0.00013362,             0.97522,             0.95018,             0.98917,             0.83543,            0.022133,           0.0048755,          0.00076243,            0.001288,            0.001288,            0.001288
                 178,             0.01303,           0.0065776,          0.00024558,             0.98227,             0.94741,             0.98955,             0.83423,            0.021807,           0.0048471,          0.00083379,           0.0012385,           0.0012385,           0.0012385
                 179,            0.011671,           0.0064057,          0.00028666,              0.9768,              0.9498,             0.98928,             0.83244,            0.021876,           0.0048431,          0.00091429,            0.001189,            0.001189,            0.001189
                 180,            0.011706,            0.006524,          0.00016048,             0.98227,             0.94209,             0.98866,             0.83253,            0.021791,           0.0048312,          0.00093792,           0.0011395,           0.0011395,           0.0011395
                 181,            0.011955,           0.0065473,          0.00017607,             0.96828,             0.95396,             0.98902,             0.83511,            0.021996,           0.0048826,          0.00078282,             0.00109,             0.00109,             0.00109
                 182,            0.011264,           0.0062993,          0.00013071,             0.96815,             0.95354,             0.98885,             0.83259,            0.022184,           0.0048483,          0.00081452,           0.0010405,           0.0010405,           0.0010405
                 183,            0.011301,           0.0064458,          0.00014308,             0.96409,             0.95248,             0.98842,              0.8313,            0.022087,           0.0049694,          0.00082583,            0.000991,            0.000991,            0.000991
                 184,            0.011551,           0.0064332,          0.00013605,             0.96313,             0.95292,             0.98738,             0.83083,            0.022145,            0.005007,           0.0009398,           0.0009415,           0.0009415,           0.0009415
                 185,            0.011717,           0.0066259,          0.00015909,             0.97504,             0.94424,              0.9883,             0.83072,            0.022218,           0.0050406,          0.00082886,            0.000892,            0.000892,            0.000892
                 186,            0.010652,           0.0063923,          0.00013114,             0.97061,             0.94852,              0.9891,              0.8319,            0.022231,           0.0050134,          0.00073411,           0.0008425,           0.0008425,           0.0008425
                 187,             0.01138,           0.0063204,          0.00013511,             0.97514,             0.94444,             0.98853,             0.83632,            0.022206,           0.0050034,          0.00077514,            0.000793,            0.000793,            0.000793
                 188,            0.011488,           0.0063364,          0.00011081,             0.96744,             0.95392,             0.98842,             0.83529,            0.022207,            0.005015,          0.00074247,           0.0007435,           0.0007435,           0.0007435
                 189,            0.011483,           0.0062667,          0.00019373,             0.97185,             0.94517,             0.98798,             0.83272,            0.022432,           0.0050235,          0.00078643,            0.000694,            0.000694,            0.000694
                 190,            0.011777,           0.0063289,          0.00035739,             0.96905,              0.9449,             0.98758,             0.83063,            0.022327,           0.0050541,           0.0007541,           0.0006445,           0.0006445,           0.0006445
                 191,            0.011115,           0.0062975,          0.00025673,             0.97312,             0.94029,             0.98864,             0.83489,            0.022075,           0.0049973,          0.00079994,            0.000595,            0.000595,            0.000595
                 192,            0.010686,            0.006163,          8.4015e-05,              0.9706,             0.94512,             0.98903,             0.83494,            0.022168,           0.0050895,          0.00071802,           0.0005455,           0.0005455,           0.0005455
                 193,            0.010722,           0.0060814,           8.182e-05,             0.97174,             0.94393,             0.98823,             0.83116,            0.022188,            0.005079,          0.00076559,            0.000496,            0.000496,            0.000496
                 194,            0.010889,           0.0061519,          0.00012921,             0.97054,             0.94309,             0.98834,             0.83202,            0.022176,           0.0051042,          0.00077555,           0.0004465,           0.0004465,           0.0004465
                 195,            0.011132,           0.0061282,          0.00024963,              0.9728,             0.94626,             0.98825,              0.8347,            0.022269,           0.0051088,           0.0007986,            0.000397,            0.000397,            0.000397
                 196,            0.011297,           0.0064717,          0.00036106,             0.97271,             0.94722,             0.98835,             0.83416,            0.022111,           0.0051049,          0.00074728,           0.0003475,           0.0003475,           0.0003475
                 197,            0.011154,           0.0061815,          0.00066637,             0.97792,             0.93785,             0.98826,             0.83482,            0.022088,           0.0051148,          0.00076745,            0.000298,            0.000298,            0.000298
                 198,            0.011065,           0.0062203,          0.00027917,             0.97641,             0.93856,             0.98784,             0.83661,             0.02219,           0.0050809,          0.00081774,           0.0002485,           0.0002485,           0.0002485
                 199,            0.010754,            0.006247,          0.00012471,             0.96169,             0.95622,             0.98835,             0.83442,            0.022198,            0.005083,          0.00075905,            0.000199,            0.000199,            0.000199
