               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.029956,            0.012993,           0.0030419,             0.97944,             0.93745,             0.98205,             0.74528,            0.026033,           0.0046183,          0.00069645,            0.009406,            0.009406,            0.009406
                  14,            0.029987,            0.013293,            0.002417,             0.95898,             0.94633,              0.9815,             0.74764,            0.024095,           0.0045741,          0.00081773,           0.0093565,           0.0093565,           0.0093565
                  15,             0.03002,            0.012943,           0.0023101,             0.95747,             0.95174,             0.97688,              0.7128,            0.026361,           0.0045542,             0.00064,            0.009307,            0.009307,            0.009307
                  16,            0.028113,            0.012548,           0.0020636,             0.94836,             0.93286,              0.9835,              0.7518,             0.02453,           0.0045102,           0.0011577,           0.0092575,           0.0092575,           0.0092575
                  17,            0.027578,            0.012443,           0.0024426,             0.97934,             0.94399,              0.9849,             0.72348,            0.024834,           0.0045619,           0.0007436,            0.009208,            0.009208,            0.009208
                  18,            0.028656,            0.012304,           0.0031779,             0.98185,             0.92406,             0.98212,             0.71895,            0.025442,           0.0046991,           0.0012662,           0.0091585,           0.0091585,           0.0091585
                  19,            0.027809,            0.012544,           0.0026186,              0.9783,             0.91219,             0.98177,             0.73689,            0.025066,           0.0044924,          0.00073787,            0.009109,            0.009109,            0.009109
                  20,            0.027853,            0.012584,           0.0019896,             0.97296,             0.92341,             0.98272,             0.77281,            0.025809,           0.0042792,           0.0011766,           0.0090595,           0.0090595,           0.0090595
                  21,            0.026443,            0.012062,           0.0019927,             0.91039,             0.95153,             0.97406,             0.72191,            0.026033,           0.0049818,          0.00099635,             0.00901,             0.00901,             0.00901
                  22,             0.02745,            0.012369,           0.0023646,             0.97892,             0.95784,             0.98477,             0.76488,            0.025332,           0.0042663,          0.00069668,           0.0089605,           0.0089605,           0.0089605
                  23,            0.026722,            0.012238,           0.0019718,             0.96384,             0.94586,              0.9866,              0.7654,            0.023982,            0.004484,          0.00059784,            0.008911,            0.008911,            0.008911
                  24,            0.026084,            0.012101,           0.0023975,             0.95624,             0.95902,             0.98573,             0.76598,            0.026167,           0.0044228,          0.00053264,           0.0088615,           0.0088615,           0.0088615
                  25,            0.025791,            0.011811,            0.002654,             0.95951,             0.94916,             0.98269,              0.7738,             0.02297,           0.0043289,           0.0018571,            0.008812,            0.008812,            0.008812
                  26,            0.026159,            0.011916,           0.0016115,             0.93678,             0.93689,             0.97815,              0.7603,            0.023972,            0.004304,          0.00098603,           0.0087625,           0.0087625,           0.0087625
                  27,            0.027142,            0.011534,           0.0013581,             0.95838,             0.96109,             0.98512,             0.78709,            0.023746,           0.0040642,          0.00075668,            0.008713,            0.008713,            0.008713
                  28,            0.024929,            0.011911,            0.001343,             0.97275,             0.94966,             0.98591,             0.78699,            0.022535,           0.0042104,          0.00030071,           0.0086635,           0.0086635,           0.0086635
                  29,              0.0255,            0.011738,           0.0015568,             0.95783,             0.96791,              0.9864,             0.78815,            0.022242,           0.0039818,          0.00053148,            0.008614,            0.008614,            0.008614
                  30,             0.02512,            0.011353,           0.0014689,             0.96447,             0.94362,             0.98302,             0.78541,            0.023903,           0.0042034,          0.00087048,           0.0085645,           0.0085645,           0.0085645
                  31,            0.024425,            0.011417,           0.0012753,             0.97758,             0.95873,             0.98523,             0.78259,            0.023656,            0.004073,          0.00062998,            0.008515,            0.008515,            0.008515
                  32,             0.02465,            0.011245,           0.0014313,             0.96288,              0.9621,              0.9815,             0.78339,            0.023036,             0.00436,          0.00079169,           0.0084655,           0.0084655,           0.0084655
                  33,            0.024625,            0.011226,            0.001509,             0.97799,             0.96156,             0.99099,             0.78832,            0.022571,           0.0040503,          0.00061487,            0.008416,            0.008416,            0.008416
                  34,            0.023487,            0.011366,           0.0017549,             0.94056,             0.94326,             0.97974,             0.77602,             0.02378,           0.0044731,           0.0011376,           0.0083665,           0.0083665,           0.0083665
                  35,            0.024038,            0.011208,           0.0015046,             0.97282,             0.96374,             0.98589,             0.78641,            0.023059,           0.0041836,          0.00081877,            0.008317,            0.008317,            0.008317
                  36,            0.024231,            0.011046,           0.0013639,             0.97984,             0.94586,             0.97713,             0.78372,            0.024355,           0.0042295,          0.00069262,           0.0082675,           0.0082675,           0.0082675
                  37,            0.023749,            0.010872,            0.001389,             0.97335,             0.95405,             0.98471,             0.79461,            0.022958,           0.0041627,          0.00049571,            0.008218,            0.008218,            0.008218
                  38,            0.023634,             0.01135,           0.0013326,             0.96484,             0.94493,             0.98567,             0.79207,            0.023691,           0.0041844,          0.00036658,           0.0081685,           0.0081685,           0.0081685
                  39,            0.022943,            0.010875,           0.0012487,             0.96044,              0.9612,              0.9892,             0.79808,            0.022001,           0.0041167,           0.0011734,            0.008119,            0.008119,            0.008119
                  40,            0.023693,            0.010977,           0.0014433,             0.93397,             0.95397,             0.97467,             0.79133,            0.023435,           0.0042901,          0.00089625,           0.0080695,           0.0080695,           0.0080695
                  41,            0.023327,            0.011064,           0.0015865,             0.96878,              0.9234,             0.97052,             0.72949,            0.024464,           0.0050935,           0.0010027,             0.00802,             0.00802,             0.00802
                  42,            0.022678,            0.010589,           0.0015503,             0.93935,             0.94986,             0.97589,              0.7745,            0.023367,           0.0044139,           0.0012215,           0.0079705,           0.0079705,           0.0079705
                  43,            0.022434,            0.011002,           0.0016187,             0.96357,             0.95041,             0.97947,             0.78921,            0.022203,           0.0042452,          0.00061184,            0.007921,            0.007921,            0.007921
                  44,            0.022228,            0.010866,          0.00096344,             0.98375,             0.93859,             0.98619,             0.78501,            0.022328,           0.0044597,           0.0015111,           0.0078715,           0.0078715,           0.0078715
                  45,            0.022951,            0.010924,           0.0017014,              0.9884,             0.94024,             0.98549,             0.78748,            0.021925,           0.0042464,          0.00067808,            0.007822,            0.007822,            0.007822
                  46,            0.022158,            0.010704,           0.0013838,             0.97255,             0.95681,             0.98458,             0.79526,            0.022059,           0.0041858,           0.0013727,           0.0077725,           0.0077725,           0.0077725
                  47,            0.021986,            0.010721,            0.001567,             0.97205,             0.95787,             0.97969,             0.79476,            0.023147,           0.0042062,          0.00051485,            0.007723,            0.007723,            0.007723
                  48,            0.021535,            0.010181,           0.0010141,              0.9692,             0.94878,             0.98052,             0.78658,            0.024674,            0.004378,          0.00074601,           0.0076735,           0.0076735,           0.0076735
                  49,            0.021795,            0.010272,          0.00093513,             0.95801,             0.96107,             0.98685,             0.79614,            0.022066,           0.0040644,          0.00039716,            0.007624,            0.007624,            0.007624
                  50,            0.022238,            0.010549,             0.00186,             0.97941,             0.94181,             0.98952,             0.77989,            0.022328,           0.0043167,          0.00061048,           0.0075745,           0.0075745,           0.0075745
                  51,            0.021662,            0.010405,           0.0014967,             0.97683,             0.95867,             0.98753,              0.7925,            0.022704,           0.0041025,          0.00034867,            0.007525,            0.007525,            0.007525
                  52,            0.021924,            0.010697,           0.0016664,              0.9803,             0.94248,             0.98674,             0.79089,            0.021166,           0.0040457,          0.00067478,           0.0074755,           0.0074755,           0.0074755
                  53,            0.021991,            0.010521,           0.0016971,             0.97194,             0.95449,              0.9878,             0.79752,            0.022262,           0.0041534,          0.00041335,            0.007426,            0.007426,            0.007426
                  54,             0.02056,            0.010155,           0.0010773,             0.95581,             0.95424,             0.98537,             0.79647,            0.021659,           0.0040728,          0.00034979,           0.0073765,           0.0073765,           0.0073765
                  55,            0.021027,            0.010115,           0.0015395,             0.95488,             0.96269,              0.9815,             0.78287,             0.02222,           0.0045197,          0.00060651,            0.007327,            0.007327,            0.007327
                  56,            0.021557,            0.010121,            0.000875,             0.95695,             0.94976,              0.9812,             0.78948,            0.023263,           0.0045144,           0.0008514,           0.0072775,           0.0072775,           0.0072775
                  57,            0.020768,            0.010108,          0.00095072,             0.94911,             0.95445,             0.98443,              0.7954,            0.022338,           0.0041503,          0.00068982,            0.007228,            0.007228,            0.007228
                  58,            0.020736,           0.0096893,          0.00083562,             0.96993,             0.97443,             0.99005,             0.81146,             0.02217,           0.0040397,            0.000813,           0.0071785,           0.0071785,           0.0071785
                  59,            0.019891,           0.0098415,            0.001147,             0.97325,             0.94586,             0.98494,              0.8022,            0.022419,           0.0040439,          0.00083901,            0.007129,            0.007129,            0.007129
                  60,            0.020202,            0.009721,          0.00096339,             0.96666,             0.96248,             0.98827,             0.80824,            0.021595,           0.0041597,          0.00059107,           0.0070795,           0.0070795,           0.0070795
                  61,            0.020383,           0.0097523,           0.0010415,             0.97666,             0.95539,             0.98121,             0.80337,            0.022075,           0.0042115,          0.00091584,             0.00703,             0.00703,             0.00703
                  62,            0.020386,           0.0099169,          0.00079289,             0.98322,             0.95085,             0.98539,             0.80306,            0.022464,            0.004293,          0.00062065,           0.0069805,           0.0069805,           0.0069805
                  63,            0.019868,            0.009693,          0.00068945,             0.95481,             0.96884,             0.98624,             0.79939,            0.021458,           0.0041609,           0.0012027,            0.006931,            0.006931,            0.006931
                  64,            0.020393,           0.0099018,           0.0012299,             0.98396,             0.95289,             0.98752,             0.80674,            0.020917,           0.0040605,          0.00055275,           0.0068815,           0.0068815,           0.0068815
                  65,            0.019648,           0.0098276,           0.0014394,              0.9666,             0.94951,             0.98731,             0.80479,            0.021919,           0.0040887,          0.00045991,            0.006832,            0.006832,            0.006832
                  66,             0.01992,           0.0098845,          0.00071323,             0.96948,             0.95721,             0.98679,             0.80581,            0.022066,           0.0041493,          0.00029468,           0.0067825,           0.0067825,           0.0067825
                  67,            0.019505,           0.0095617,           0.0010107,             0.93982,             0.95902,             0.98453,             0.79528,            0.021322,           0.0043147,           0.0005324,            0.006733,            0.006733,            0.006733
                  68,            0.020017,           0.0094271,          0.00053991,             0.95719,             0.94676,             0.98129,             0.79656,            0.021728,           0.0042166,          0.00049535,           0.0066835,           0.0066835,           0.0066835
                  69,            0.019859,           0.0093259,          0.00083738,             0.95364,             0.96372,             0.98282,             0.79029,             0.02293,           0.0043221,          0.00043448,            0.006634,            0.006634,            0.006634
                  70,            0.020086,           0.0096602,          0.00098126,             0.96973,             0.96088,             0.98386,             0.79391,            0.022952,           0.0043233,          0.00056897,           0.0065845,           0.0065845,           0.0065845
                  71,            0.019313,           0.0094771,          0.00075619,             0.96262,             0.95539,             0.98392,             0.80876,            0.022495,           0.0042961,          0.00050416,            0.006535,            0.006535,            0.006535
                  72,            0.020169,           0.0094551,          0.00086661,             0.98698,             0.94579,             0.98769,             0.81092,            0.022121,           0.0040829,          0.00063603,           0.0064855,           0.0064855,           0.0064855
                  73,            0.020235,           0.0095054,          0.00076117,             0.98238,             0.95071,             0.98501,             0.79953,            0.021789,           0.0044969,          0.00071521,            0.006436,            0.006436,            0.006436
                  74,             0.01933,            0.009451,           0.0011526,             0.96648,             0.96102,             0.98532,             0.78613,            0.023159,            0.004459,          0.00026855,           0.0063865,           0.0063865,           0.0063865
                  75,            0.019354,           0.0093804,           0.0007387,             0.96152,             0.94633,             0.97788,             0.80373,            0.021583,           0.0045075,          0.00069316,            0.006337,            0.006337,            0.006337
                  76,             0.01947,           0.0090838,          0.00059145,             0.96839,             0.95757,             0.98505,             0.80543,            0.022317,           0.0043817,          0.00034312,           0.0062875,           0.0062875,           0.0062875
                  77,            0.019194,           0.0093563,          0.00074134,             0.97881,             0.94977,             0.99073,             0.81615,            0.022528,           0.0041647,          0.00035268,            0.006238,            0.006238,            0.006238
                  78,            0.019147,           0.0091534,          0.00071914,             0.97147,             0.95409,             0.98414,              0.8086,            0.021701,           0.0043845,          0.00028539,           0.0061885,           0.0061885,           0.0061885
                  79,            0.018743,           0.0090443,          0.00096668,             0.96333,             0.97364,             0.98726,             0.80759,            0.022125,            0.004448,          0.00033355,            0.006139,            0.006139,            0.006139
                  80,            0.019075,           0.0092276,           0.0010108,             0.98167,             0.91607,              0.9788,             0.79582,            0.021993,            0.004768,          0.00050199,           0.0060895,           0.0060895,           0.0060895
                  81,            0.018784,           0.0092109,           0.0012003,             0.95465,             0.93483,             0.97893,             0.79419,            0.023398,           0.0043839,          0.00076324,             0.00604,             0.00604,             0.00604
                  82,            0.019011,           0.0090446,          0.00093057,             0.96011,             0.95378,             0.97987,             0.80328,            0.023119,           0.0045864,           0.0004174,           0.0059905,           0.0059905,           0.0059905
                  83,            0.018654,           0.0089739,          0.00067371,             0.95729,             0.95904,              0.9797,             0.80199,            0.023252,           0.0043678,           0.0007968,            0.005941,            0.005941,            0.005941
                  84,            0.018486,           0.0090746,          0.00076793,              0.9646,             0.94723,             0.98235,             0.80469,            0.021745,           0.0043618,          0.00034486,           0.0058915,           0.0058915,           0.0058915
                  85,            0.018194,           0.0089825,          0.00067617,             0.96589,             0.93349,             0.98039,             0.81104,            0.021584,            0.004564,           0.0012767,            0.005842,            0.005842,            0.005842
                  86,            0.017946,           0.0089656,           0.0011898,             0.93493,              0.9665,             0.98455,             0.80248,            0.022409,           0.0044594,          0.00026215,           0.0057925,           0.0057925,           0.0057925
                  87,            0.018609,           0.0092458,          0.00094022,             0.94869,             0.97364,             0.98561,             0.80081,            0.022602,           0.0040935,          0.00021529,            0.005743,            0.005743,            0.005743
                  88,            0.019019,           0.0092066,          0.00057189,             0.95694,             0.95726,             0.98399,             0.81061,            0.022645,            0.004344,           0.0007498,           0.0056935,           0.0056935,           0.0056935
                  89,            0.018294,           0.0085894,          0.00071334,             0.94946,             0.95685,             0.98448,             0.81569,            0.021752,           0.0043194,          0.00058681,            0.005644,            0.005644,            0.005644
                  90,             0.01855,            0.008938,          0.00085918,             0.93498,              0.9519,             0.98221,             0.80123,            0.022719,           0.0045502,           0.0010409,           0.0055945,           0.0055945,           0.0055945
                  91,            0.017416,           0.0088278,           0.0012153,             0.96986,             0.93714,             0.98266,             0.80676,            0.021641,           0.0042529,           0.0010065,            0.005545,            0.005545,            0.005545
                  92,            0.018464,           0.0086468,          0.00057383,             0.97593,             0.93324,             0.98491,             0.81069,            0.022886,           0.0042197,          0.00046033,           0.0054955,           0.0054955,           0.0054955
                  93,            0.017983,           0.0089405,          0.00062363,             0.97558,             0.96154,              0.9879,             0.80225,             0.02325,           0.0043407,          0.00040001,            0.005446,            0.005446,            0.005446
                  94,            0.017025,            0.008702,          0.00082218,             0.95375,             0.97398,               0.988,              0.8126,            0.022915,           0.0042346,          0.00063428,           0.0053965,           0.0053965,           0.0053965
                  95,             0.01769,           0.0088711,          0.00057256,             0.96042,             0.94731,             0.98393,             0.81655,            0.021851,           0.0043392,          0.00039754,            0.005347,            0.005347,            0.005347
                  96,            0.017356,            0.008639,            0.000556,             0.95364,             0.96404,             0.98532,             0.80989,            0.022592,           0.0043377,          0.00022946,           0.0052975,           0.0052975,           0.0052975
                  97,            0.017723,           0.0086368,          0.00099454,             0.97395,             0.94187,             0.98522,             0.81007,            0.023415,           0.0043208,          0.00032564,            0.005248,            0.005248,            0.005248
                  98,            0.017938,           0.0087443,          0.00065306,             0.94894,             0.95694,             0.98324,             0.80379,            0.022903,           0.0044765,          0.00034826,           0.0051985,           0.0051985,           0.0051985
                  99,             0.01728,           0.0087652,           0.0004011,             0.98605,             0.94038,             0.98524,             0.81341,            0.022586,           0.0042675,          0.00022211,            0.005149,            0.005149,            0.005149
                 100,            0.017025,           0.0088351,          0.00060466,             0.97922,             0.95174,             0.98614,             0.79629,            0.022738,           0.0044895,           0.0004315,           0.0050995,           0.0050995,           0.0050995
                 101,            0.017124,           0.0083944,          0.00074641,             0.96141,             0.96142,             0.98512,             0.80106,            0.023658,           0.0044192,          0.00053331,             0.00505,             0.00505,             0.00505
                 102,            0.017134,           0.0085206,          0.00035303,             0.96439,             0.92912,             0.98108,             0.79939,            0.023921,           0.0046199,          0.00041309,           0.0050005,           0.0050005,           0.0050005
                 103,            0.017615,           0.0083802,            0.000527,              0.9533,             0.97003,             0.98662,             0.80998,            0.023444,           0.0043249,          0.00049175,            0.004951,            0.004951,            0.004951
                 104,             0.01672,           0.0085286,          0.00036766,             0.96334,             0.96211,             0.98114,             0.80838,            0.023336,           0.0043386,          0.00044362,           0.0049015,           0.0049015,           0.0049015
                 105,            0.016652,            0.008455,          0.00032972,             0.97401,             0.95516,             0.98875,             0.81579,            0.023601,           0.0044591,          0.00024474,            0.004852,            0.004852,            0.004852
                 106,            0.016394,           0.0084355,          0.00052344,             0.96979,             0.94809,              0.9821,             0.80121,            0.022508,           0.0043635,          0.00021252,           0.0048025,           0.0048025,           0.0048025
                 107,            0.016401,           0.0082068,          0.00074033,             0.97308,             0.94839,             0.98613,             0.80248,            0.023089,           0.0042052,          0.00034097,            0.004753,            0.004753,            0.004753
                 108,            0.017099,           0.0083863,          0.00047599,             0.94884,             0.96127,             0.97907,             0.81131,            0.022984,           0.0044356,          0.00070673,           0.0047035,           0.0047035,           0.0047035
                 109,             0.01644,           0.0083812,          0.00049254,             0.95218,             0.96304,             0.98134,             0.81768,            0.023095,           0.0042333,          0.00088484,            0.004654,            0.004654,            0.004654
                 110,            0.016637,           0.0083727,          0.00043769,             0.96277,             0.95397,             0.97944,             0.80792,            0.023318,           0.0043608,          0.00080845,           0.0046045,           0.0046045,           0.0046045
                 111,            0.016254,           0.0082079,          0.00045868,             0.98055,             0.95847,              0.9882,             0.81698,            0.022416,            0.004151,          0.00064027,            0.004555,            0.004555,            0.004555
                 112,            0.016076,           0.0081205,          0.00035371,             0.97767,             0.95206,             0.98622,             0.81661,            0.022689,           0.0045219,          0.00071164,           0.0045055,           0.0045055,           0.0045055
                 113,            0.015987,           0.0080231,          0.00073021,             0.95097,             0.96366,             0.98248,              0.8165,            0.022799,           0.0044478,          0.00086727,            0.004456,            0.004456,            0.004456
                 114,            0.015814,           0.0080918,          0.00059507,             0.97201,             0.92886,             0.98212,             0.81929,            0.023177,           0.0047407,          0.00076697,           0.0044065,           0.0044065,           0.0044065
                 115,             0.01592,           0.0081625,          0.00060997,             0.93254,             0.96739,             0.98762,             0.79467,            0.023416,           0.0044564,            0.000663,            0.004357,            0.004357,            0.004357
                 116,            0.016415,           0.0082897,           0.0004887,             0.96734,             0.96121,             0.98539,             0.80833,            0.023375,           0.0042921,          0.00043751,           0.0043075,           0.0043075,           0.0043075
                 117,            0.015776,           0.0083558,          0.00027842,             0.97019,             0.95174,             0.98704,             0.81306,            0.022544,           0.0044025,          0.00053156,            0.004258,            0.004258,            0.004258
                 118,            0.015921,           0.0080814,          0.00031144,             0.98196,             0.94774,             0.98867,             0.80507,             0.02282,           0.0046136,          0.00070587,           0.0042085,           0.0042085,           0.0042085
                 119,            0.016417,            0.008215,          0.00040323,             0.96155,             0.96936,             0.98838,             0.80853,            0.022546,           0.0044981,          0.00045601,            0.004159,            0.004159,            0.004159
                 120,            0.015655,           0.0080736,          0.00040738,             0.97489,             0.95523,             0.98668,             0.81335,            0.022769,           0.0042572,          0.00067465,           0.0041095,           0.0041095,           0.0041095
                 121,            0.015442,           0.0081173,          0.00061793,              0.9526,             0.96924,             0.98923,             0.81681,            0.022863,           0.0043946,          0.00076545,             0.00406,             0.00406,             0.00406
                 122,            0.015511,           0.0080512,          0.00039285,             0.96606,             0.94824,             0.98301,             0.81765,             0.02254,           0.0046203,          0.00093324,           0.0040105,           0.0040105,           0.0040105
                 123,             0.01589,           0.0078668,          0.00047681,             0.94064,             0.95376,             0.98042,             0.81447,            0.022625,           0.0046209,           0.0012404,            0.003961,            0.003961,            0.003961
                 124,            0.015417,           0.0076951,          0.00038408,             0.96437,              0.9419,             0.98478,             0.81805,             0.02286,           0.0047129,          0.00090724,           0.0039115,           0.0039115,           0.0039115
                 125,            0.015705,           0.0076091,           0.0006161,             0.97249,             0.95032,             0.98539,               0.816,            0.022704,           0.0046001,          0.00080307,            0.003862,            0.003862,            0.003862
                 126,            0.014917,           0.0078703,          0.00051952,             0.96555,             0.95496,             0.98495,             0.82208,             0.02256,           0.0045723,          0.00067544,           0.0038125,           0.0038125,           0.0038125
                 127,            0.015023,           0.0077322,          0.00040908,             0.95073,             0.96105,             0.98745,              0.8193,            0.022881,           0.0045742,          0.00070127,            0.003763,            0.003763,            0.003763
                 128,            0.014493,           0.0074644,          0.00027029,             0.97089,             0.95287,             0.98986,             0.82348,            0.023071,           0.0045203,          0.00067026,           0.0037135,           0.0037135,           0.0037135
                 129,            0.014524,           0.0076685,           0.0003251,             0.98411,             0.94612,             0.98587,             0.81312,            0.023018,           0.0044743,          0.00083997,            0.003664,            0.003664,            0.003664
                 130,            0.014872,           0.0075903,          0.00046568,             0.98541,             0.95025,             0.98464,             0.81057,            0.023209,           0.0045678,           0.0006252,           0.0036145,           0.0036145,           0.0036145
                 131,            0.014279,            0.007569,          0.00057548,             0.97013,             0.95762,             0.98363,             0.81813,            0.022504,           0.0045181,          0.00081381,            0.003565,            0.003565,            0.003565
                 132,            0.015377,           0.0077812,          0.00063897,             0.96777,             0.96196,             0.98544,             0.81618,            0.022894,           0.0046196,          0.00071198,           0.0035155,           0.0035155,           0.0035155
                 133,            0.014679,            0.007554,          0.00054985,             0.95455,             0.95149,             0.98636,             0.81467,            0.022741,           0.0047245,           0.0010576,            0.003466,            0.003466,            0.003466
                 134,            0.014615,           0.0075322,          0.00038669,             0.96859,             0.96386,             0.98377,             0.81329,            0.022247,           0.0045322,           0.0011953,           0.0034165,           0.0034165,           0.0034165
                 135,            0.014781,           0.0074399,          0.00059666,             0.97965,             0.96352,             0.98669,             0.81842,            0.023073,           0.0047114,          0.00075849,            0.003367,            0.003367,            0.003367
                 136,             0.01487,           0.0072681,          0.00034503,              0.9816,             0.95482,             0.98854,             0.81164,            0.023003,           0.0046417,          0.00070784,           0.0033175,           0.0033175,           0.0033175
                 137,            0.014796,            0.007732,          0.00040753,             0.98218,             0.93809,             0.98558,             0.81756,            0.022298,           0.0046078,          0.00082435,            0.003268,            0.003268,            0.003268
                 138,            0.014448,           0.0071667,          0.00026562,             0.98251,             0.95175,             0.98668,             0.81079,            0.022794,            0.004794,           0.0010182,           0.0032185,           0.0032185,           0.0032185
                 139,            0.014529,           0.0075152,          0.00045146,             0.98038,             0.95023,             0.98423,             0.81344,            0.022763,             0.00485,          0.00079624,            0.003169,            0.003169,            0.003169
                 140,            0.014107,           0.0073977,          0.00059384,              0.9783,             0.96234,             0.98625,             0.81723,            0.023089,           0.0045625,           0.0007282,           0.0031195,           0.0031195,           0.0031195
                 141,            0.013948,           0.0076551,          0.00024814,             0.97633,             0.95623,             0.98717,             0.81881,            0.022889,           0.0046619,          0.00058282,             0.00307,             0.00307,             0.00307
                 142,            0.014136,           0.0075135,          0.00033735,             0.97839,             0.94724,             0.98649,             0.82116,            0.022699,           0.0048904,          0.00070174,           0.0030205,           0.0030205,           0.0030205
                 143,            0.014108,           0.0074211,          0.00043784,             0.97195,             0.96637,              0.9893,             0.81465,            0.022342,           0.0046052,          0.00064336,            0.002971,            0.002971,            0.002971
                 144,            0.014013,           0.0074043,           0.0002171,             0.98356,             0.92216,             0.98521,             0.81231,            0.022772,           0.0048022,            0.001041,           0.0029215,           0.0029215,           0.0029215
                 145,            0.014147,           0.0073766,          0.00028259,             0.97394,             0.94545,             0.98509,             0.81201,            0.022764,           0.0047263,           0.0014636,            0.002872,            0.002872,            0.002872
                 146,            0.013642,           0.0073129,          0.00031147,             0.96609,              0.9534,             0.98714,             0.81531,            0.022401,           0.0046613,          0.00080648,           0.0028225,           0.0028225,           0.0028225
                 147,            0.014122,           0.0074562,          0.00029556,             0.96334,             0.94412,             0.98465,             0.81069,            0.022705,           0.0048079,          0.00098304,            0.002773,            0.002773,            0.002773
                 148,            0.013626,           0.0071747,          0.00034446,              0.9729,             0.95244,             0.98789,             0.81809,            0.022783,           0.0046679,          0.00073896,           0.0027235,           0.0027235,           0.0027235
                 149,            0.013277,           0.0074056,          0.00032121,              0.9741,             0.95353,             0.98319,              0.8169,            0.022575,           0.0047423,          0.00098673,            0.002674,            0.002674,            0.002674
                 150,            0.013359,           0.0071651,          0.00021326,             0.97338,             0.96478,             0.98744,             0.82222,            0.022423,           0.0045672,          0.00080914,           0.0026245,           0.0026245,           0.0026245
                 151,            0.013758,           0.0073715,          0.00039033,             0.98104,             0.96602,               0.989,             0.82622,            0.022316,           0.0044809,          0.00074765,            0.002575,            0.002575,            0.002575
                 152,            0.013384,           0.0072177,          0.00019124,             0.96982,             0.96708,             0.98914,             0.82018,            0.022598,           0.0046025,          0.00055159,           0.0025255,           0.0025255,           0.0025255
                 153,             0.01357,           0.0070437,          0.00016982,             0.98086,             0.94397,             0.98933,             0.82073,            0.022592,           0.0046808,           0.0004191,            0.002476,            0.002476,            0.002476
                 154,            0.013911,           0.0073016,          0.00032025,             0.97288,             0.95021,             0.98917,             0.82474,            0.022335,           0.0046745,          0.00066006,           0.0024265,           0.0024265,           0.0024265
                 155,            0.013188,           0.0070834,          0.00032613,             0.96946,               0.955,             0.98907,             0.82507,            0.022277,           0.0047062,          0.00056714,            0.002377,            0.002377,            0.002377
                 156,            0.013102,           0.0068939,            0.000243,             0.96348,             0.94816,             0.98796,             0.81137,             0.02248,           0.0047545,          0.00071228,           0.0023275,           0.0023275,           0.0023275
                 157,            0.013674,           0.0070013,          0.00017141,             0.96666,             0.94649,             0.98776,             0.81768,            0.022759,           0.0047297,          0.00079236,            0.002278,            0.002278,            0.002278
