               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.015621,           0.0078948,          0.00029937,              0.9676,              0.9687,             0.98159,             0.80654,            0.020061,           0.0047765,          0.00061114,            0.004918,            0.004918,            0.004918
                 156,            0.015651,           0.0078702,           0.0002978,             0.95069,             0.95939,             0.98191,             0.80671,            0.020162,           0.0046435,          0.00036758,            0.004885,            0.004885,            0.004885
                 157,            0.016417,           0.0078445,          0.00028587,             0.96864,             0.93603,             0.98537,              0.7836,            0.020205,           0.0049638,          0.00082171,            0.004852,            0.004852,            0.004852
                 158,            0.014969,           0.0076964,          0.00021087,             0.97733,             0.95776,             0.97908,             0.80559,            0.020199,           0.0047691,          0.00060198,            0.004819,            0.004819,            0.004819
                 159,             0.01534,           0.0081272,          0.00029066,              0.9724,              0.9433,             0.97566,             0.80379,            0.020199,           0.0047897,          0.00064898,            0.004786,            0.004786,            0.004786
                 160,            0.015894,           0.0077288,           0.0003465,             0.96485,             0.94471,             0.97426,              0.8024,             0.01998,           0.0051962,          0.00072485,            0.004753,            0.004753,            0.004753
                 161,            0.015684,           0.0077958,           0.0001935,             0.97882,              0.9555,             0.97837,             0.80205,            0.019774,           0.0048726,          0.00041463,             0.00472,             0.00472,             0.00472
                 162,            0.015707,           0.0078273,          0.00024162,             0.96548,             0.96031,             0.97871,             0.80254,            0.019982,           0.0048285,          0.00043345,            0.004687,            0.004687,            0.004687
                 163,            0.014676,           0.0077414,          0.00023296,             0.97093,             0.95682,              0.9819,             0.80654,            0.019637,           0.0047215,          0.00037906,            0.004654,            0.004654,            0.004654
                 164,            0.015011,           0.0076798,          0.00021611,             0.96995,             0.95684,             0.97987,             0.80856,            0.019548,           0.0047962,          0.00019084,            0.004621,            0.004621,            0.004621
                 165,            0.014345,           0.0076498,          0.00019135,             0.94846,             0.96924,             0.98307,             0.81041,            0.019915,           0.0048114,          0.00047022,            0.004588,            0.004588,            0.004588
                 166,            0.015531,           0.0078735,          0.00038212,             0.97363,             0.95565,             0.98267,             0.81106,              0.0196,           0.0046753,          0.00036589,            0.004555,            0.004555,            0.004555
                 167,            0.014912,            0.007829,          0.00037601,             0.97246,             0.95399,             0.97775,             0.80499,            0.019793,           0.0049414,          0.00054165,            0.004522,            0.004522,            0.004522
                 168,            0.016342,           0.0078978,          0.00025862,             0.96599,             0.96096,             0.98034,             0.80983,            0.019205,           0.0048488,          0.00027447,            0.004489,            0.004489,            0.004489
                 169,            0.015128,           0.0075514,          0.00034801,             0.95799,             0.95539,             0.97809,             0.81036,            0.020641,           0.0049134,          0.00028231,            0.004456,            0.004456,            0.004456
                 170,            0.015537,           0.0076452,          0.00035512,             0.98328,             0.95137,             0.97804,             0.81319,            0.020169,           0.0049233,          0.00055929,            0.004423,            0.004423,            0.004423
                 171,            0.016582,           0.0077484,          0.00044891,             0.98582,             0.94079,             0.98031,             0.81455,            0.019663,           0.0048599,          0.00057252,             0.00439,             0.00439,             0.00439
                 172,            0.014652,           0.0076478,          0.00027959,             0.96939,             0.95289,             0.97674,             0.81052,            0.019393,           0.0047926,          0.00032045,            0.004357,            0.004357,            0.004357
                 173,             0.01499,           0.0077063,          0.00030237,             0.97852,             0.93856,             0.98245,             0.80868,            0.019158,           0.0048122,          0.00024746,            0.004324,            0.004324,            0.004324
                 174,            0.013923,           0.0075444,          0.00033494,             0.98642,              0.9433,             0.97941,              0.8064,            0.019207,            0.005035,          0.00018832,            0.004291,            0.004291,            0.004291
                 175,            0.015739,           0.0075865,          0.00033334,             0.97788,             0.94667,             0.97689,             0.80532,            0.019482,           0.0051516,           0.0003546,            0.004258,            0.004258,            0.004258
                 176,            0.015134,           0.0075598,          0.00027592,             0.98333,             0.93401,             0.97962,              0.8124,            0.019603,           0.0051567,          0.00025634,            0.004225,            0.004225,            0.004225
                 177,            0.014954,           0.0076863,          0.00055871,             0.96334,             0.94842,             0.98292,             0.80893,            0.019747,           0.0048676,          0.00024323,            0.004192,            0.004192,            0.004192
                 178,            0.015655,           0.0074743,          0.00037762,              0.9824,             0.94667,             0.98106,             0.80745,            0.019643,           0.0050041,          0.00023358,            0.004159,            0.004159,            0.004159
                 179,            0.015079,           0.0074942,          0.00086804,             0.96523,              0.9446,             0.97941,             0.81085,            0.019614,           0.0049931,          0.00059536,            0.004126,            0.004126,            0.004126
                 180,            0.015362,           0.0077291,          0.00072659,             0.96342,             0.97222,             0.98384,             0.80764,            0.019476,           0.0048742,          0.00032614,            0.004093,            0.004093,            0.004093
                 181,            0.015565,           0.0075596,          0.00035992,              0.9514,             0.96202,              0.9772,             0.80716,            0.019203,           0.0049446,          0.00036135,             0.00406,             0.00406,             0.00406
                 182,            0.014547,           0.0073877,          0.00022773,             0.98433,             0.94433,             0.98067,             0.81588,            0.019016,           0.0048393,          0.00037956,            0.004027,            0.004027,            0.004027
                 183,            0.014456,           0.0073976,          0.00039343,             0.96704,             0.94406,              0.9758,             0.80532,            0.019701,           0.0050956,          0.00038011,            0.003994,            0.003994,            0.003994
                 184,            0.014931,           0.0075306,          0.00025559,              0.9544,             0.97137,             0.98191,             0.80406,            0.019391,           0.0048576,           0.0001574,            0.003961,            0.003961,            0.003961
                 185,            0.014941,           0.0076935,          0.00042329,             0.98441,             0.94667,             0.98262,             0.80423,            0.019516,           0.0048464,          0.00014716,            0.003928,            0.003928,            0.003928
                 186,             0.01289,           0.0073283,          0.00032528,             0.97954,             0.95397,             0.98213,             0.80423,            0.019652,           0.0050601,          0.00044902,            0.003895,            0.003895,            0.003895
                 187,            0.013757,           0.0072604,          0.00018017,             0.98136,             0.94297,             0.97972,             0.81439,            0.019451,           0.0050993,          0.00055946,            0.003862,            0.003862,            0.003862
                 188,            0.014166,           0.0073438,          0.00021306,             0.97033,             0.95395,              0.9762,             0.80989,            0.020017,           0.0049847,          0.00044616,            0.003829,            0.003829,            0.003829
                 189,            0.015067,           0.0072803,          0.00028428,             0.97856,             0.93701,             0.97958,             0.80713,             0.01982,           0.0049345,          0.00023123,            0.003796,            0.003796,            0.003796
                 190,             0.01491,            0.007354,          0.00030043,             0.95174,             0.96204,             0.98064,             0.81022,            0.019756,           0.0048922,          0.00028931,            0.003763,            0.003763,            0.003763
                 191,            0.014486,            0.007393,          0.00025924,              0.9492,             0.95032,             0.97812,              0.8127,            0.019572,           0.0049947,          0.00030818,             0.00373,             0.00373,             0.00373
                 192,            0.013551,           0.0071731,          0.00020475,             0.96587,             0.95416,              0.9773,             0.81051,            0.019278,           0.0048724,          0.00026987,            0.003697,            0.003697,            0.003697
                 193,            0.013172,           0.0071256,          0.00020246,             0.95698,             0.95728,             0.97806,             0.81583,            0.019329,            0.004977,          0.00041524,            0.003664,            0.003664,            0.003664
                 194,            0.013715,           0.0071283,          0.00026758,             0.97319,             0.94429,             0.97601,             0.81678,            0.019675,           0.0051358,          0.00051163,            0.003631,            0.003631,            0.003631
                 195,            0.013532,           0.0071431,          0.00030274,             0.97435,             0.94641,             0.97399,             0.81163,            0.019196,           0.0051748,          0.00047036,            0.003598,            0.003598,            0.003598
                 196,            0.014164,           0.0071806,          0.00077537,             0.96647,             0.94327,             0.97444,             0.80898,            0.018889,           0.0051502,          0.00044141,            0.003565,            0.003565,            0.003565
                 197,            0.014101,           0.0072005,          0.00034063,             0.97589,             0.93714,             0.97588,             0.80932,            0.019315,           0.0051967,          0.00030502,            0.003532,            0.003532,            0.003532
                 198,             0.01396,           0.0071572,          0.00038488,             0.96887,             0.94901,             0.97611,             0.80609,            0.019762,            0.005106,          0.00038257,            0.003499,            0.003499,            0.003499
                 199,            0.013492,           0.0072187,          0.00028924,             0.95231,             0.95622,             0.97211,             0.81101,            0.019846,           0.0052412,          0.00051544,            0.003466,            0.003466,            0.003466
                 200,            0.013597,           0.0071913,          0.00018385,             0.94333,             0.95762,             0.96946,             0.80401,            0.020006,           0.0053339,          0.00048788,            0.003433,            0.003433,            0.003433
                 201,            0.013909,           0.0070301,          0.00026685,             0.94458,             0.95889,             0.97194,             0.80688,            0.019591,           0.0052072,          0.00028365,              0.0034,              0.0034,              0.0034
                 202,            0.013266,           0.0068335,          0.00019142,             0.96931,             0.95471,              0.9782,             0.81656,            0.019831,           0.0050792,          0.00035233,            0.003367,            0.003367,            0.003367
                 203,             0.01352,           0.0071159,           0.0002444,             0.95746,             0.95755,             0.97657,             0.81964,            0.019718,           0.0052085,           0.0004576,            0.003334,            0.003334,            0.003334
                 204,            0.013056,           0.0071343,          0.00015225,             0.96639,             0.94941,              0.9753,             0.81866,            0.020123,            0.005151,          0.00030605,            0.003301,            0.003301,            0.003301
                 205,            0.013634,           0.0069793,          0.00056075,             0.97328,             0.94444,             0.97231,             0.82005,            0.019873,           0.0052794,          0.00038635,            0.003268,            0.003268,            0.003268
                 206,            0.013532,           0.0072527,          0.00028079,             0.96187,             0.96429,             0.97247,             0.81065,            0.019805,           0.0051624,          0.00032314,            0.003235,            0.003235,            0.003235
                 207,            0.012905,            0.007053,          0.00023643,             0.96196,             0.95782,             0.97565,             0.80911,            0.019913,           0.0051094,          0.00030878,            0.003202,            0.003202,            0.003202
                 208,            0.012611,           0.0069982,            0.000336,             0.95863,             0.95452,             0.97584,             0.80928,            0.019532,           0.0050729,            0.000419,            0.003169,            0.003169,            0.003169
                 209,            0.012637,           0.0069183,          0.00030954,             0.93951,             0.96857,             0.97583,             0.81415,            0.020091,           0.0050713,          0.00041341,            0.003136,            0.003136,            0.003136
                 210,            0.013207,           0.0070453,          0.00032539,             0.97103,             0.93888,             0.97383,             0.80687,            0.020425,           0.0051452,          0.00053883,            0.003103,            0.003103,            0.003103
                 211,            0.012129,           0.0069151,          0.00023381,             0.96593,             0.95086,             0.97757,             0.81298,            0.020264,           0.0050667,          0.00040167,             0.00307,             0.00307,             0.00307
                 212,            0.012722,           0.0069794,          0.00064726,             0.96484,             0.95667,             0.97482,             0.81008,            0.020481,           0.0052028,          0.00041137,            0.003037,            0.003037,            0.003037
                 213,             0.01242,           0.0069942,          0.00021953,             0.96058,             0.93937,             0.97186,              0.8152,            0.020632,           0.0053398,          0.00045755,            0.003004,            0.003004,            0.003004
                 214,            0.012375,           0.0067643,          0.00017766,             0.97961,              0.9335,              0.9718,             0.80211,            0.020378,           0.0054519,          0.00036718,            0.002971,            0.002971,            0.002971
                 215,            0.012794,           0.0069152,          0.00022105,             0.98045,             0.93937,             0.97744,             0.80476,            0.020214,           0.0053651,          0.00035198,            0.002938,            0.002938,            0.002938
                 216,             0.01264,           0.0071247,          0.00013921,             0.97029,             0.95521,              0.9798,             0.80998,            0.019872,           0.0052575,          0.00022503,            0.002905,            0.002905,            0.002905
                 217,            0.013069,           0.0068178,           0.0002261,             0.96662,             0.95497,             0.97625,             0.81006,            0.019874,           0.0052018,          0.00023336,            0.002872,            0.002872,            0.002872
                 218,            0.012548,           0.0065379,          0.00021658,             0.95998,             0.95007,             0.97443,             0.80605,            0.019507,           0.0053166,          0.00041103,            0.002839,            0.002839,            0.002839
                 219,            0.012591,           0.0065643,          0.00016635,             0.97578,             0.94302,             0.97083,             0.80619,            0.019289,           0.0053069,          0.00052364,            0.002806,            0.002806,            0.002806
                 220,            0.013066,            0.006783,          0.00016002,             0.97292,             0.94667,             0.97322,             0.80964,            0.019223,           0.0052335,          0.00054664,            0.002773,            0.002773,            0.002773
                 221,            0.011703,           0.0067465,          0.00014952,             0.98395,             0.95738,             0.97439,              0.8107,            0.019481,           0.0051079,          0.00043841,             0.00274,             0.00274,             0.00274
                 222,            0.012366,           0.0065294,          0.00010186,             0.98187,             0.94189,             0.97128,             0.81165,            0.019525,           0.0052568,          0.00048064,            0.002707,            0.002707,            0.002707
                 223,            0.012516,           0.0065448,          0.00010131,             0.98119,             0.94144,             0.97673,             0.81281,            0.019456,           0.0053764,          0.00044729,            0.002674,            0.002674,            0.002674
                 224,            0.012426,           0.0067058,          0.00020962,             0.97259,             0.94026,              0.9723,             0.81065,            0.019611,           0.0053806,          0.00039824,            0.002641,            0.002641,            0.002641
                 225,            0.012228,           0.0065796,          0.00024998,             0.97892,             0.93028,             0.97214,             0.81324,            0.019423,           0.0054094,          0.00048102,            0.002608,            0.002608,            0.002608
                 226,            0.012308,           0.0066187,          0.00020371,             0.96071,             0.95397,             0.97327,             0.80735,             0.01986,           0.0054127,          0.00049014,            0.002575,            0.002575,            0.002575
                 227,            0.012042,           0.0066736,          0.00018917,             0.95898,             0.94745,             0.97168,              0.8127,            0.019764,            0.005271,          0.00042305,            0.002542,            0.002542,            0.002542
                 228,            0.012992,            0.006493,          0.00013357,             0.97865,             0.94922,             0.97908,             0.81439,            0.019653,           0.0052642,          0.00031078,            0.002509,            0.002509,            0.002509
                 229,            0.012314,           0.0066599,          0.00022087,             0.97775,             0.94444,             0.97695,             0.81697,            0.019301,           0.0051937,          0.00024813,            0.002476,            0.002476,            0.002476
                 230,            0.012707,           0.0064462,          0.00013371,             0.97229,               0.952,              0.9797,             0.81415,            0.019335,           0.0051647,           0.0002971,            0.002443,            0.002443,            0.002443
                 231,            0.012213,           0.0064686,          0.00010617,             0.96154,             0.95397,             0.97688,             0.81592,            0.019587,           0.0052656,          0.00038901,             0.00241,             0.00241,             0.00241
                 232,            0.013542,            0.006497,          0.00030564,              0.9629,             0.95032,             0.97507,             0.81695,            0.019317,           0.0053276,          0.00040405,            0.002377,            0.002377,            0.002377
                 233,            0.012912,           0.0064025,          0.00021031,             0.97857,             0.94887,             0.97467,             0.81436,             0.01948,           0.0052974,          0.00047025,            0.002344,            0.002344,            0.002344
                 234,            0.012139,           0.0065607,          0.00025513,             0.97654,             0.94529,             0.97586,              0.8173,            0.019792,           0.0053099,          0.00059061,            0.002311,            0.002311,            0.002311
                 235,            0.012983,           0.0065979,          0.00019442,             0.97549,             0.94666,             0.97237,             0.80888,            0.019657,           0.0052741,          0.00056419,            0.002278,            0.002278,            0.002278
                 236,            0.011586,           0.0062928,           0.0001862,             0.97735,             0.94667,             0.97146,             0.81458,            0.019664,           0.0053992,          0.00066106,            0.002245,            0.002245,            0.002245
                 237,            0.012461,           0.0063517,          0.00018352,             0.97974,             0.94141,             0.97265,             0.81521,            0.019636,           0.0053911,           0.0006446,            0.002212,            0.002212,            0.002212
                 238,            0.011943,           0.0064368,          0.00022886,             0.98312,             0.93668,             0.97384,             0.81584,            0.019764,           0.0053618,          0.00054477,            0.002179,            0.002179,            0.002179
                 239,            0.011022,           0.0064254,          0.00017595,             0.96948,             0.95099,             0.97449,             0.81358,            0.019988,           0.0054177,          0.00039947,            0.002146,            0.002146,            0.002146
                 240,            0.012394,           0.0064618,          0.00053976,             0.97963,             0.94164,               0.979,             0.82111,            0.020081,           0.0054103,           0.0003841,            0.002113,            0.002113,            0.002113
                 241,            0.011572,           0.0063728,          0.00011234,             0.96663,              0.9558,             0.97773,             0.81777,            0.019953,           0.0053644,          0.00045999,             0.00208,             0.00208,             0.00208
                 242,            0.012043,           0.0062387,          0.00036107,             0.96725,             0.95754,             0.97797,             0.82072,            0.019788,           0.0054855,          0.00054857,            0.002047,            0.002047,            0.002047
                 243,            0.011163,            0.006434,          0.00023149,             0.97761,             0.94284,             0.97392,             0.82091,            0.019928,            0.005438,          0.00067678,            0.002014,            0.002014,            0.002014
                 244,            0.011915,           0.0063531,          0.00029758,              0.9796,             0.94216,             0.97521,             0.81259,            0.020181,           0.0053898,          0.00063719,            0.001981,            0.001981,            0.001981
                 245,            0.010582,           0.0061787,          0.00017849,             0.97615,             0.94407,             0.98291,             0.81744,            0.019986,           0.0053568,          0.00032296,            0.001948,            0.001948,            0.001948
                 246,            0.011488,           0.0066056,          0.00014419,             0.97648,             0.93913,             0.98214,             0.81799,            0.020026,           0.0053325,          0.00019193,            0.001915,            0.001915,            0.001915
                 247,            0.010996,           0.0061806,          0.00012041,             0.97495,             0.93971,             0.98086,             0.81558,            0.019982,           0.0053879,          0.00022774,            0.001882,            0.001882,            0.001882
                 248,             0.01209,           0.0062941,          9.1663e-05,             0.96994,             0.93815,             0.97977,             0.81976,            0.019897,           0.0054584,          0.00033215,            0.001849,            0.001849,            0.001849
                 249,            0.010895,           0.0061993,          0.00023062,             0.95896,             0.95074,             0.97782,             0.81658,            0.019927,           0.0055093,          0.00025726,            0.001816,            0.001816,            0.001816
                 250,            0.011474,           0.0063496,          0.00040235,             0.97453,             0.94141,              0.9783,             0.81926,            0.019973,           0.0054889,           0.0001693,            0.001783,            0.001783,            0.001783
                 251,            0.011851,           0.0062337,          0.00014966,             0.95909,             0.95762,             0.97929,             0.82284,            0.019964,           0.0054851,          0.00018067,             0.00175,             0.00175,             0.00175
                 252,            0.010718,           0.0062464,          0.00010464,             0.96178,             0.95655,             0.98124,             0.82444,            0.019947,           0.0053492,          0.00021059,            0.001717,            0.001717,            0.001717
                 253,            0.011102,           0.0061139,          0.00016395,             0.97366,             0.94375,             0.98164,             0.82323,            0.019916,           0.0052521,          0.00017929,            0.001684,            0.001684,            0.001684
                 254,            0.011233,           0.0060091,          0.00017955,             0.95782,             0.95032,             0.98107,             0.82068,            0.019841,           0.0053356,          0.00018926,            0.001651,            0.001651,            0.001651
                 255,            0.010113,           0.0060303,          7.5805e-05,             0.96816,              0.9393,               0.983,             0.82236,            0.019692,           0.0053857,          0.00021834,            0.001618,            0.001618,            0.001618
                 256,            0.010896,           0.0061254,          0.00018154,              0.9746,             0.94117,             0.98138,             0.82567,            0.019581,           0.0053339,          0.00026287,            0.001585,            0.001585,            0.001585
                 257,            0.011741,           0.0061254,           0.0001453,             0.97604,             0.94847,             0.97806,             0.82421,            0.019613,           0.0054065,          0.00029872,            0.001552,            0.001552,            0.001552
                 258,            0.010313,           0.0059679,          9.0211e-05,             0.97857,             0.94757,             0.97973,             0.82352,             0.01956,           0.0055349,          0.00027615,            0.001519,            0.001519,            0.001519
                 259,            0.010665,           0.0060346,          6.6246e-05,             0.97018,             0.94965,             0.98026,             0.82012,            0.019619,           0.0056192,          0.00028159,            0.001486,            0.001486,            0.001486
                 260,            0.010331,           0.0060432,           0.0010429,             0.97326,             0.93936,             0.97688,             0.82285,             0.01949,           0.0055541,          0.00027973,            0.001453,            0.001453,            0.001453
                 261,            0.011145,           0.0059643,          0.00025689,             0.96432,             0.94776,             0.97983,             0.82078,            0.019482,           0.0054911,          0.00029807,             0.00142,             0.00142,             0.00142
                 262,            0.010361,           0.0060834,          0.00014887,             0.96464,             0.94981,             0.98004,              0.8208,            0.019485,           0.0055118,          0.00027446,            0.001387,            0.001387,            0.001387
                 263,            0.010587,           0.0060175,          0.00030348,             0.96355,             0.95392,             0.98035,             0.82228,            0.019374,           0.0055143,          0.00020098,            0.001354,            0.001354,            0.001354
                 264,            0.010039,           0.0059541,          7.6156e-05,             0.96208,             0.94667,             0.97831,             0.82325,            0.019409,           0.0055449,          0.00013918,            0.001321,            0.001321,            0.001321
                 265,            0.010188,           0.0060262,          0.00013714,             0.96944,             0.93873,             0.97861,             0.81905,            0.019282,            0.005529,          0.00012786,            0.001288,            0.001288,            0.001288
                 266,              0.0104,           0.0060215,          0.00017393,             0.96259,             0.94983,             0.97835,             0.82417,            0.019105,            0.005535,          0.00014847,            0.001255,            0.001255,            0.001255
                 267,            0.010008,           0.0057974,          0.00014814,              0.9776,             0.92769,             0.97823,             0.82156,            0.019058,           0.0055655,          0.00016422,            0.001222,            0.001222,            0.001222
                 268,            0.010428,           0.0059162,          7.7648e-05,             0.96243,             0.93971,             0.97729,             0.82376,            0.019216,           0.0055538,          0.00020519,            0.001189,            0.001189,            0.001189
                 269,            0.010424,           0.0059845,          0.00015216,             0.97375,             0.93677,             0.97885,             0.82398,            0.019214,           0.0054561,          0.00019765,            0.001156,            0.001156,            0.001156
                 270,             0.01037,           0.0058787,          0.00013061,              0.9688,             0.93937,             0.97927,             0.82427,            0.019165,           0.0054615,          0.00020339,            0.001123,            0.001123,            0.001123
                 271,            0.010822,           0.0059953,           0.0001503,             0.96683,             0.94302,             0.97831,             0.82346,            0.019284,           0.0054851,          0.00019883,             0.00109,             0.00109,             0.00109
                 272,            0.009789,           0.0058877,          0.00016352,             0.96878,             0.94648,             0.97789,             0.82135,            0.019345,           0.0055071,           0.0002423,            0.001057,            0.001057,            0.001057
                 273,           0.0098968,           0.0056846,          0.00023296,             0.96798,             0.94667,             0.97925,             0.82679,            0.019382,           0.0054928,          0.00022858,            0.001024,            0.001024,            0.001024
                 274,            0.010354,           0.0060126,          0.00010215,             0.96727,             0.94916,             0.97876,             0.82134,            0.019272,           0.0055105,          0.00022711,            0.000991,            0.000991,            0.000991
                 275,             0.01072,             0.00585,           0.0001313,             0.96839,             0.94577,             0.97936,             0.82045,             0.01924,           0.0055187,          0.00022568,            0.000958,            0.000958,            0.000958
                 276,            0.010127,           0.0058366,          0.00018938,             0.96294,             0.95032,             0.97905,             0.82229,            0.019226,           0.0054936,          0.00023536,            0.000925,            0.000925,            0.000925
                 277,            0.010193,           0.0057527,           7.115e-05,             0.96508,             0.94731,             0.97916,             0.82173,            0.019257,            0.005468,          0.00022529,            0.000892,            0.000892,            0.000892
                 278,            0.010039,           0.0058121,           9.108e-05,             0.96391,             0.95317,             0.97885,             0.82017,            0.019358,           0.0054733,          0.00023428,            0.000859,            0.000859,            0.000859
                 279,            0.010171,           0.0057995,          0.00014488,             0.95274,             0.95764,             0.97804,             0.82062,            0.019436,           0.0055352,          0.00023772,            0.000826,            0.000826,            0.000826
                 280,           0.0088619,           0.0056055,          4.5188e-05,              0.9635,             0.94909,              0.9778,             0.82581,            0.019507,           0.0055805,           0.0002231,            0.000793,            0.000793,            0.000793
                 281,           0.0091108,           0.0055283,          6.0535e-05,             0.96861,             0.94554,             0.97838,              0.8254,             0.01953,           0.0055838,          0.00021486,             0.00076,             0.00076,             0.00076
                 282,           0.0097483,           0.0056632,          9.9407e-05,             0.95257,             0.96195,             0.97814,             0.82249,             0.01949,           0.0056319,          0.00021202,            0.000727,            0.000727,            0.000727
                 283,           0.0090713,           0.0055343,          6.4819e-05,             0.96301,             0.95563,             0.97767,             0.82286,            0.019471,           0.0056615,          0.00021677,            0.000694,            0.000694,            0.000694
                 284,            0.010162,           0.0057185,          0.00010009,             0.96255,             0.95687,             0.97677,             0.82301,             0.01954,           0.0056665,          0.00025152,            0.000661,            0.000661,            0.000661
                 285,           0.0096038,           0.0056275,           5.881e-05,             0.96274,             0.95619,             0.97631,             0.82206,            0.019564,           0.0056895,          0.00027133,            0.000628,            0.000628,            0.000628
                 286,           0.0092994,           0.0056776,           6.762e-05,              0.9631,             0.95567,              0.9754,             0.82335,            0.019623,              0.0057,          0.00027336,            0.000595,            0.000595,            0.000595
                 287,           0.0098222,           0.0056847,          6.7166e-05,               0.962,             0.95397,             0.97472,             0.82516,            0.019654,           0.0056815,          0.00027306,            0.000562,            0.000562,            0.000562
                 288,           0.0090208,           0.0056228,          9.6471e-05,              0.9619,             0.95397,             0.97561,             0.82453,            0.019615,           0.0056553,          0.00027893,            0.000529,            0.000529,            0.000529
                 289,           0.0097839,           0.0053294,          9.7294e-05,             0.96763,             0.94415,             0.97457,             0.82406,             0.01958,           0.0056533,          0.00028627,            0.000496,            0.000496,            0.000496
                 290,            0.010005,            0.005657,          6.8775e-05,             0.94925,             0.96002,             0.97634,              0.8233,            0.019597,           0.0056597,          0.00028864,            0.000463,            0.000463,            0.000463
                 291,            0.010123,           0.0054449,          0.00031727,             0.94889,             0.96492,             0.97544,             0.82415,            0.019557,            0.005649,          0.00030116,             0.00043,             0.00043,             0.00043
                 292,           0.0093783,           0.0055367,          8.8327e-05,             0.95118,             0.96033,             0.97668,             0.82482,            0.019523,            0.005628,          0.00029996,            0.000397,            0.000397,            0.000397
                 293,           0.0099211,           0.0055103,          0.00014619,             0.95267,             0.96492,             0.97724,             0.82428,            0.019478,            0.005622,          0.00030561,            0.000364,            0.000364,            0.000364
                 294,           0.0094865,           0.0053962,           8.785e-05,              0.9533,             0.96367,             0.97785,             0.82564,             0.01946,           0.0056266,          0.00029772,            0.000331,            0.000331,            0.000331
                 295,           0.0095609,           0.0054669,          0.00039949,             0.94828,             0.96492,             0.97844,             0.82765,            0.019457,           0.0056349,          0.00029165,            0.000298,            0.000298,            0.000298
                 296,           0.0089108,           0.0055058,          3.9888e-05,              0.9667,             0.94875,               0.979,             0.83027,            0.019411,           0.0056342,          0.00028225,            0.000265,            0.000265,            0.000265
                 297,           0.0087272,           0.0053512,          0.00017934,             0.96639,             0.94667,             0.97914,             0.83114,            0.019392,           0.0056168,          0.00026853,            0.000232,            0.000232,            0.000232
                 298,           0.0090272,            0.005415,           5.161e-05,             0.96545,             0.94667,             0.97906,              0.8309,            0.019394,           0.0056136,          0.00025369,            0.000199,            0.000199,            0.000199
                 299,           0.0088481,           0.0055598,          6.4922e-05,             0.96702,             0.94667,             0.97927,             0.83104,            0.019381,           0.0056347,          0.00024639,            0.000166,            0.000166,            0.000166
